Hole Depth,Weight on Bit,Rate Of Penetration
9375,30,253.13
9376,30.3,252.29
9377,30.4,249.89
9378,30.4,243.33
9379,30,244.27
9380,29.8,246.73
9381,29.8,250.84
9382,29.6,252.63
9383,29.5,257.97
9384,29.7,258.52
9385,29.7,255.04
9386,29.8,248.8
9387,30,248.51
9388,30.2,247.32
9389,30.1,241.44
9390,30.5,241.92
9391,30.4,239.55
9392,30.5,237.89
9393,30.6,237.71
9394,30.4,237.82
9395,30.5,238.25
9396,30.4,237.05
9397,30.4,237.07
9398,32.3,236.81
9399,31.8,230.59
9400,31.3,224.7
9401,30.2,251.07
9402,30.5,251.59
9403,30.3,242.21
9404,30.5,237.59
9405,30.1,238.95
9406,30.3,239.29
9407,30.5,237.76
9408,30.6,235.82
9409,30.4,233.72
9410,30.5,237.35
9411,30.7,237.26
9412,30.7,234.18
9413,30.4,232.22
9414,30.4,233.32
9415,30.4,234.37
9416,30.6,234.4
9417,30.7,232.96
9418,30.9,229.06
9419,31.1,228.28
9420,31.1,224.78
9421,31.6,224.86
9422,31.1,218.62
9423,12.3,79.78
9424,19.5,243.19
9425,23.4,274.06
9426,25.8,273.8
9427,26.3,272.93
9428,26.2,265.86
9429,26.4,250.07
9430,27.6,250.07
9431,25.9,225.7
9432,25.6,242.95
9433,25.5,255.86
9434,25.6,251.33
9435,25.8,237.24
9436,25.8,233.05
9437,25.8,232.46
9438,26,230.66
9439,25.6,235.07
9440,25.7,235.57
9441,25.8,232.97
9442,25.8,231.81
9443,25.6,232.13
9444,26.2,231.87
9445,25.9,225.3
9446,26,227.81
9447,25.6,231.54
9448,25.7,231.28
9449,25.8,230.08
9450,25.8,229.48
9451,25.8,227.33
9452,25.8,227.5
9453,25.9,226.14
9454,25.8,225.03
9455,25.5,222.98
9456,25.9,231.52
9457,26.2,231.18
9458,26.2,224.02
9459,26,221.2
9460,25.8,227.94
9461,26.4,228.11
9462,27.7,225.38
9463,26.2,211.72
9464,25.1,234.69
9465,25.5,241.17
9466,25.8,234.63
9467,25.7,222.89
9468,25.7,223.41
9469,25.6,223.09
9470,25.9,224.29
9471,25.8,223.44
9472,26.1,219.51
9473,26.1,213.53
9474,26,213.61
9475,26.7,212.25
9476,27.3,207.77
9477,26.5,199
9478,26.5,203.77
9479,27,204.04
9480,26.9,197.74
9481,26.6,197.58
9482,26.9,206.17
9483,28,205.41
9484,27.6,172.44
9485,27.1,184.3
9486,26.4,195.32
9487,26,199.33
9488,26.3,201.27
9489,26.4,200.3
9490,26.2,201.75
9491,26.2,202.75
9492,26,201.47
9493,28.3,207.19
9494,30.3,199.35
9495,29.9,141.68
9496,26.5,181.1
9497,26.2,180.59
9498,26,182.74
9499,26.6,182.39
9500,27.5,177.53
9501,25.7,184.26
9502,25.9,188.64
9503,26.8,184.34
9504,26.6,182.68
9505,26.9,182.34
9506,26.6,166.88
9507,26.9,166.96
9508,26.3,173.45
9509,25.6,184.12
9510,26,185.58
9511,25.8,183.01
9512,25.4,188.22
9513,25.7,188.57
9514,25.7,188.38
9515,25.6,187.55
9516,26.1,183.38
9517,26.6,178.81
9518,15.2,90.43
9519,22.7,254.62
9520,27.3,272.44
9521,27.1,216.24
9522,26.3,225.29
9523,26,229.67
9524,22,139.98
9525,15.3,79.56
9526,12.9,79.47
9527,12.8,79.3
9528,13.6,79.48
9529,14,79.81
9530,13.8,79.47
9531,14.4,79.47
9532,14.2,79.66
9533,14,79.58
9534,19.1,80.16
9535,25.6,175.08
9536,27.1,228.71
9537,27,228.71
9538,27.2,215.3
9539,26.9,215.49
9540,26.9,216.34
9541,26.9,214.46
9542,27.1,212.48
9543,27.3,207.37
9544,27.2,202.15
9545,30.2,205.31
9546,30.7,177.29
9547,29.9,88.14
9548,26.6,170.22
9549,24.9,196.37
9550,25.2,204.3
9551,24.9,200.19
9552,25.1,201.81
9553,25.2,200.09
9554,25,199.17
9555,27.1,202.33
9556,26.7,189.8
9557,27,178.97
9558,24.8,212.16
9559,25.8,211.9
9560,29.3,199.16
9561,29,131.76
9562,26.2,182.49
9563,24.9,200.44
9564,25.5,201.98
9565,25.6,198.64
9566,26.3,190.96
9567,29.5,184.63
9568,30.2,123.15
9569,29.8,87.89
9570,29.6,107.95
9571,26.4,175.33
9572,25,199.85
9573,25.1,203.95
9574,24.8,200.67
9575,24.9,201.04
9576,24.9,202.07
9577,25.1,199.93
9578,25.1,198.31
9579,24.9,198.22
9580,24.9,197.63
9581,25,197.63
9582,25.3,197.8
9583,25.4,193.43
9584,25.3,191.36
9585,25.4,189.84
9586,25.4,190.43
9587,27.3,188.73
9588,26.7,174.23
9589,26.3,180.55
9590,25.4,197.39
9591,25.4,190.74
9592,22.4,167.31
9593,22.6,178.41
9594,22.9,179.69
9595,22.9,168.42
9596,22.9,167.56
9597,23.4,166.19
9598,26.5,155.22
9599,26.5,105.37
9600,25.1,70.41
9601,25.4,77.62
9602,25.6,71.73
9603,25.3,124.69
9604,22.3,174.05
9605,22.3,176.25
9606,22.5,175.06
9607,22.8,174.47
9608,24,168.59
9609,24.6,161.74
9610,23.1,159.03
9611,23.1,162.27
9612,10.6,50.44
9613,14.4,98.55
9614,15.9,99.92
9615,15.5,100.17
9616,14.4,99.99
9617,13.6,99.65
9618,12.8,99.88
9619,16.5,99.66
9620,19,100.18
9621,20.2,100.01
9622,16.3,101.89
9623,17.3,138.52
9624,18.4,144.72
9625,18.5,144.59
9626,19.2,144.85
9627,19.1,144.68
9628,24.3,144.29
9629,25.6,144.94
9630,21.6,144.89
9631,19.9,144.72
9632,18.9,144.59
9633,18.9,144.46
9634,22.2,144.13
9635,22.2,144.13
9636,18.9,144.6
9637,18.8,144.4
9638,21.4,144.25
9639,21.3,144.31
9640,18.5,144.66
9641,18.8,144.32
9642,19.2,144.58
9643,19.2,144.16
9644,18.8,143.14
9645,18.7,145.57
9646,19,157.45
9647,21.6,188.15
9648,25.1,226.22
9649,30.4,251.84
9650,35.4,265.92
9651,36,263.92
9652,33.7,232.72
9653,32.5,261.41
9654,34,274.21
9655,34.2,273.78
9656,34.1,259.52
9657,33.3,248.42
9658,34.8,253.22
9659,34.9,255.95
9660,35.2,214.67
9661,34.7,219.93
9662,29.3,217.53
9663,29,220.35
9664,28.7,219.66
9665,27.8,218.98
9666,28.8,237.16
9667,30.6,244.32
9668,32.1,244.83
9669,30.8,235.18
9670,29,223.2
9671,31.8,240.36
9672,31.9,240.36
9673,29.3,201.77
9674,29.7,229.74
9675,30,240.16
9676,28.9,217.95
9677,34.1,241.27
9678,36.5,235.55
9679,37.3,148.51
9680,38,152.56
9681,38.4,148.77
9682,38.2,164.75
9683,34.1,221.37
9684,33.9,239.28
9685,30.3,245.38
9686,30.7,246.82
9687,35.1,246.73
9688,34.9,241.35
9689,31.3,205.91
9690,30.6,235.08
9691,30.5,236.95
9692,29.9,216.9
9693,30.2,223.06
9694,30.4,223.14
9695,28.6,148.42
9696,33.2,229.89
9697,37.1,231.34
9698,35,196.41
9699,29.1,176.08
9700,31.3,227.19
9701,32.2,232.78
9702,29.7,205.15
9703,30.6,241.84
9704,32.4,246.62
9705,33,245.59
9706,33.4,245.77
9707,15.8,71.7
9708,17.9,148.76
9709,18.2,149.71
9710,20.5,149.71
9711,20.3,149.54
9712,19.1,149.71
9713,19.2,158.58
9714,23.9,183.26
9715,25.2,198.85
9716,25.4,199.36
9717,23.9,199.52
9718,24.4,199.45
9719,26,198.99
9720,27.1,208.1
9721,29.1,223.44
9722,29.2,223.36
9723,28.9,218.17
9724,28.6,217.83
9725,28.7,198.22
9726,28.4,204.2
9727,30.2,214.71
9728,30.2,216.84
9729,27.9,190.37
9730,28.3,212.49
9731,28.7,221.79
9732,31.8,224.6
9733,31.5,224.6
9734,29.4,210.35
9735,29.5,222.91
9736,29.5,222.73
9737,28.8,210.35
9738,28.5,182.64
9739,28.6,182.64
9740,27.3,161.76
9741,28.8,199.95
9742,27.7,199.68
9743,28,195.41
9744,30.5,198.05
9745,34.6,208.28
9746,33.8,173.27
9747,30.2,188.48
9748,29.8,218.62
9749,27.6,220.24
9750,27.7,218.54
9751,28.3,222.9
9752,33.7,213.33
9753,32.7,190.02
9754,30.3,189.34
9755,28.4,190.54
9756,27.8,186.61
9757,27,157.57
9758,27.7,175.76
9759,27.5,196
9760,26.8,195.83
9761,26.5,204.63
9762,26.7,205.31
9763,27.3,203.96
9764,27.7,198.39
9765,27.4,192.49
9766,27.5,195.13
9767,33.2,181.71
9768,35.1,184.95
9769,33.9,180.6
9770,27.9,179.27
9771,28,204.25
9772,28.6,205.09
9773,28.4,202.13
9774,28.2,204.9
9775,28.4,205.06
9776,27.6,205.23
9777,30.5,210.61
9778,31.2,216
9779,31.1,216.28
9780,34.4,215.14
9781,33.2,202.41
9782,28.4,189.94
9783,29.3,211.72
9784,29.2,211.21
9785,29.1,203.46
9786,29.1,193.85
9787,29.7,202.08
9788,30.6,210.78
9789,31.3,215.73
9790,30.6,209.36
9791,29.3,205.67
9792,29.4,215.24
9793,31.6,215.15
9794,33.7,206.39
9795,32.6,209.21
9796,31,209.21
9797,29.9,215.2
9798,29,221.87
9799,29.9,226.39
9800,30.8,226.32
9801,33.7,226.23
9802,11.6,43.92
9803,16.4,154.75
9804,17.7,174.48
9805,19.6,182.76
9806,20.7,196.69
9807,21.2,197.97
9808,21.4,200.02
9809,26.3,213
9810,26.2,214.31
9811,26.4,217.89
9812,25.4,237.29
9813,26.7,240.8
9814,27.6,240.97
9815,28.2,240.89
9816,28.5,241.58
9817,28.6,241.46
9818,28.4,241.39
9819,29.3,240.95
9820,29.2,241.85
9821,29.1,241.42
9822,31.3,240.9
9823,32.1,239.13
9824,30.6,226.25
9825,30.6,238.77
9826,31.4,239.19
9827,31,231.08
9828,29.2,230.4
9829,30,240.04
9830,30.3,239.71
9831,30.6,231.37
9832,30.9,238.72
9833,31.5,240.25
9834,31.5,238.61
9835,30.3,233.59
9836,30.1,241.3
9837,29.9,241.79
9838,30,242.32
9839,30,241.11
9840,29.9,238.43
9841,33.2,239.29
9842,31.4,221.01
9843,31,238.44
9844,29.1,242.62
9845,30,242.2
9846,30.5,242.03
9847,30.4,241.1
9848,29.1,226.99
9849,29.4,233.79
9850,32.5,235.24
9851,32.5,232.52
9852,32,215.55
9853,32.2,211.54
9854,29.9,230.63
9855,30.3,239.98
9856,30.5,241.16
9857,30.1,236.43
9858,28.9,241.79
9859,32.2,241.79
9860,33.5,225.62
9861,32.7,172.85
9862,30.8,203.52
9863,28.7,199
9864,26.8,194.01
9865,28.5,227.85
9866,29,231.35
9867,28.7,219.65
9868,28.7,234.59
9869,28.8,239.12
9870,29.4,241
9871,29.2,241.63
9872,28.9,241.55
9873,31.4,160
9874,29.2,148.09
9875,23.1,149.89
9876,20.3,151.43
9877,20.5,151.12
9878,20.8,150.95
9879,20.8,151
9880,21,151.06
9881,22.5,150.89
9882,22.1,151.24
9883,21.5,150.99
9884,23.3,150.99
9885,21.4,144.04
9886,19.5,100.98
9887,19.4,100.8
9888,18.1,100.77
9889,25.4,100.94
9890,27.1,100.8
9891,29.4,100.52
9892,28.3,101.46
9893,19.7,101.46
9894,16,101.03
9895,19.2,101.11
9896,22.1,100.94
9897,8.5,26.25
9898,13.7,134.91
9899,16.7,173.61
9900,18.4,196.67
9901,19.3,197.35
9902,19.1,197.71
9903,19.1,197.97
9904,21.7,197.79
9905,22.1,207.02
9906,21.7,214.44
9907,20,216.07
9908,22.2,214.79
9909,23,215.8
9910,23,216.3
9911,23.5,214.01
9912,23.5,216.41
9913,23.3,215.38
9914,23.1,215.55
9915,23.2,216.32
9916,22.8,213.93
9917,24.1,216.07
9918,31.8,214.96
9919,34.3,204.12
9920,30.7,202.04
9921,29.2,216.38
9922,28.2,215.28
9923,25.4,215.69
9924,26.8,216.17
9925,26.8,213.83
9926,29,214.95
9927,29.6,215.35
9928,28.7,215.36
9929,28.3,214.55
9930,27.7,213.34
9931,27,216.15
9932,27.3,216.41
9933,25.6,216.26
9934,25.5,216.41
9935,26.2,216.32
9936,29,216.31
9937,29.8,216.31
9938,29.5,216.32
9939,26.9,216.4
9940,26,216.32
9941,27,216.06
9942,28,216.15
9943,27.6,216.91
9944,26,216.74
9945,24.7,216.31
9946,24.4,216.4
9947,24.1,216.32
9948,24.2,216.49
9949,24.2,217.09
9950,24,217.17
9951,23.9,216.4
9952,23.7,216.25
9953,24,216.34
9954,25.2,221.49
9955,26,239.56
9956,26.8,242.12
9957,27.8,242.5
9958,29.6,247.6
9959,30.2,247.43
9960,30.2,233.52
9961,30.5,230.84
9962,30.4,230.67
9963,30.8,227.86
9964,29.7,228.83
9965,28.5,238.26
9966,28.7,244.91
9967,31.1,243.97
9968,31.7,239.62
9969,30.3,231.34
9970,27.8,238.69
9971,27.9,238.69
9972,29,238.03
9973,30.6,245.19
9974,30.4,245.64
9975,28.9,242.47
9976,28.9,246.7
9977,29.5,246.92
9978,29.5,247
9979,29,246.9
9980,28.8,246.9
9981,28.9,247.07
9982,29.6,247.07
9983,29.9,246.8
9984,30,246.89
9985,30.1,246.46
9986,31.3,246.29
9987,31.3,245.94
9988,30.7,244.93
9989,31.1,247.17
9990,31.6,246.91
9991,31.6,244.26
9992,10.3,28.02
9993,16.6,147.78
9994,19.2,173.71
9995,19.5,178.51
9996,20.4,200.51
9997,21,211.46
9998,20.8,219.66
9999,24.5,220.74
10000,26.2,235.27
10001,26.6,240.83
10002,24.9,241.24
10003,25.6,241.58
10004,26.3,243.5
10005,27.2,251.34
10006,28.6,252.77
10007,28.9,252.97
10008,29.5,252.43
10009,30,251.78
10010,30.5,252.42
10011,30.7,252.42
10012,27.3,211.86
10013,21.4,148.76
10014,17.5,99.76
10015,13.9,87.44
10016,16.5,123.32
10017,16.8,124.83
10018,17,124.83
10019,17.2,124.91
10020,17.6,125.12
10021,18.4,124.94
10022,17.8,125.37
10023,16,125.03
10024,16.2,124.35
10025,16.7,124.51
10026,15.9,125.96
10027,16.2,125.88
10028,17.1,125.96
10029,16.9,125.88
10030,17.1,126.31
10031,21.3,125.75
10032,21.7,137.21
10033,21.9,186.61
10034,24.1,210.94
10035,24.3,224.61
10036,29,226.13
10037,34.1,226.81
10038,37.6,190.08
10039,37.8,190.32
10040,35.3,222.08
10041,34.7,242.48
10042,37.4,246.4
10043,37.7,240.33
10044,34.7,236.74
10045,34.2,256.06
10046,34,260.73
10047,34.1,261.14
10048,35,257.94
10049,36.2,241.46
10050,34,249.99
10051,31.7,260.74
10052,31.2,260.93
10053,31.9,260.42
10054,30.8,235.12
10055,31.1,226.67
10056,30.4,207.24
10057,31.5,249.57
10058,31.6,249.92
10059,31.7,250.08
10060,32.3,250.25
10061,32.9,248.81
10062,34.9,247.76
10063,35,240.79
10064,33.9,223.5
10065,34.6,241.46
10066,34.8,244.85
10067,29.5,208.72
10068,31.2,246.55
10069,31.7,248.68
10070,31.5,242.19
10071,31.5,243.74
10072,32,245.44
10073,32.3,245
10074,32.5,246.64
10075,32.3,249.05
10076,33.2,249.83
10077,34.5,249.43
10078,35.1,249.93
10079,30.6,180.1
10080,31.8,238.41
10081,32.8,247.11
10082,32.5,247.37
10083,32.3,243.01
10084,32.1,241.71
10085,33.1,233.05
10086,32.3,216.67
10087,9.4,28.2
10088,14.7,152.74
10089,16.7,174.14
10087,17.1,173.45
10088,17.1,174.45
10089,18.3,194.43
10090,18.9,198.44
10091,20.5,201.03
10092,25.4,216.28
10093,25.9,224.63
10094,25.8,224.88
10095,23.5,225.21
10096,23.5,224.97
10097,24,226.92
10098,24.8,238.88
10099,25.9,241.1
10100,25.9,241
10101,25.4,241.84
10102,25.7,241.67
10103,31.5,241.41
10104,33,239.96
10105,32.6,246.55
10106,30.9,249.71
10107,30,249.71
10108,29.4,249.8
10109,29.1,249.62
10110,29,249.72
10111,29.4,249.72
10112,31.2,249.64
10113,31.6,249.38
10114,31.2,248.04
10115,30.6,249.81
10116,30.3,249.64
10117,30.1,248.96
10118,29.2,241.08
10119,29.9,249.19
10120,30.3,249.28
10121,28.4,221.7
10122,29.7,246.39
10123,30.5,246.73
10124,32.1,245.61
10125,31.3,215.93
10126,31.3,247.38
10127,29.5,249.83
10128,28.9,245.72
10129,27.9,222.48
10130,28.9,221.03
10131,34.2,241.52
10132,34.7,234.01
10133,32.3,216.34
10134,28.6,206.6
10135,28.6,226.84
10136,29.6,243.49
10137,30.4,243.75
10138,30.7,245.17
10139,30.3,244.75
10140,31,239.97
10141,31.2,240.14
10142,30.6,234.17
10143,30.2,234.86
10144,30.8,248.34
10145,31,249.37
10146,31.2,245.62
10147,30.5,234.82
10148,31.8,246.79
10149,31.5,244.52
10150,30.6,230.43
10151,30.9,248.54
10152,31.1,249.56
10153,34,248.62
10154,34.7,210.71
10155,33.8,208.6
10156,33.5,211.56
10157,32.4,208.22
10158,29.7,238.11
10159,30.9,249.98
10160,31.8,249.9
10161,32.5,238.44
10162,32.2,231.19
10163,31.7,239.55
10164,31.8,239.88
10165,32.6,235.19
10166,32.1,228.53
10167,33.8,211.72
10168,35.8,202.75
10169,35.8,127.17
10170,35.7,127.76
10171,35.8,128.1
10172,35.4,132.89
10173,36.1,132.72
10174,36.7,151.33
10175,34.6,199.5
10176,34.6,201.3
10177,33,231.27
10178,33.3,243.74
10179,32.8,240.33
10180,11.4,30.14
10181,13.7,99.84
10182,14.4,99.91
10183,14,100
10184,13.4,100.35
10185,13.4,100.01
10186,14.7,38.2
10187,21.8,38.03
10188,21.8,38.23
10189,22.2,38.39
10190,9.8,60.64
10191,15.7,143.73
10192,21.4,181.12
10193,24.4,214.51
10194,26.6,251.67
10195,28.1,272.92
10196,30.8,274.67
10197,32.2,274.49
10198,33.6,274.57
10199,34,274.18
10200,34.7,274.87
10201,35,273.62
10202,34.8,266.53
10203,34.2,270.06
10204,34.2,271.52
10205,34.1,271.35
10206,34,270.99
10207,34.8,272.2
10208,34.8,270.58
10209,36,262.95
10210,35.9,265.85
10211,34.8,260.3
10212,34.2,252.26
10213,34.2,266.69
10214,34.7,267.88
10215,35.4,262.25
10216,38.1,252.52
10217,38.2,192.74
10218,37.8,154.92
10219,39.4,155.17
10220,38.3,143.04
10221,38.3,162.43
10222,37.4,179.93
10223,35.4,237.41
10224,34.6,249.9
10225,33.1,250.39
10228,39.3,188.4
10229,39.1,158.22
10230,39,159.48
10231,39.3,157.45
10232,38.9,179.44
10233,34.6,238.88
10234,32.4,241.19
10235,31.3,238.27
10236,31.1,237.94
10237,30,237.76
10238,29.2,237.76
10239,28.8,237.78
10240,29.3,237.77
10241,30.8,241.96
10242,36.5,244.69
10243,38.7,242.99
10244,39.1,177.64
10245,39.2,153.65
10246,38.5,184.13
10247,34.4,233.24
10248,32.8,235.81
10249,31.8,235.89
10250,30.2,235.92
10251,32.9,235.57
10252,32.9,235.17
10253,30.8,236.49
10254,29,236.48
10255,29.5,236.4
10256,30.1,236.57
10257,29.7,236.24
10258,30.4,236.5
10259,32.4,236.33
10260,32.2,236.31
10261,31,236.52
10262,31.2,236.22
10263,30.6,236.3
10264,30.6,236.38
10265,30.7,236.39
10266,30.4,236.05
10267,25.3,211.28
10268,12.7,49.03
10269,9.9,29.14
10270,10,28.91
10271,11.8,49.56
10272,15.5,100.01
10273,16.2,100.95
10274,16.2,100.86
10275,11.4,54.67
10276,16.6,149.32
10277,17.1,149.89
10278,17,149.46
10279,20.5,199.15
10280,24,209.57
10281,26.4,230.32
10282,30.9,238.86
10283,31.3,239.04
10284,31.5,239.46
10285,29.2,240.04
10286,29.6,239.87
10287,29.9,239.79
10288,30.2,239.9
10289,29.9,239.73
10290,29.2,239.89
10291,29.4,239.9
10292,29.2,239.89
10293,28.9,239.73
10294,29.4,239.64
10295,29.7,239.63
10296,30.2,239.55
10297,30.2,239.23
10298,30.9,239.58
10299,31.6,239.82
10300,31.5,239.82
10301,31.8,239.57
10302,31.8,239.19
10303,33.2,239.37
10304,35.3,235.7
10305,35.1,234.08
10306,31.4,222.99
10307,31.2,228.03
10308,30.2,217.77
10309,29.9,227.49
10310,33.2,239.71
10311,38.2,239.97
10312,38.6,220.16
10313,38.8,141.26
10314,39.5,136.83
10315,35.4,188.13
10316,33.1,227.8
10317,30.3,240.49
10318,29.9,240.76
10319,30.1,240.84
10320,30,240.59
10321,29.8,241.02
10322,31.3,240.82
10323,31.6,240.82
10324,31.5,240.58
10325,31.1,239.56
10326,33,240.89
10327,34.8,240.8
10328,33.6,230.68
10329,32.8,233.25
10330,31.4,227.09
10331,30.2,234.44
10332,30,240.04
10333,29.9,240.72
10334,30,241.06
10335,29.7,240.74
10336,30,240.66
10337,29.9,240.56
10338,29.9,240.66
10339,30,240.72
10340,30.1,240.8
10341,29.7,240.72
10342,29.6,240.72
10343,29.5,240.73
10344,29.6,240.75
10345,32.5,240.66
10346,32.4,240.32
10347,32.5,240.16
10348,29.9,240.23
10349,29.6,240.46
10350,29.9,240.38
10351,30.4,240.39
10352,31,240.26
10353,31.5,240.5
10354,31.4,239.99
10355,31.8,239.9
10356,31.2,240.34
10357,30.4,240.53
10358,30.6,240.15
10359,30.8,240.24
10360,31.2,239.89
10361,31.2,240.5
10362,31.5,240.07
10363,31.3,240.5
10364,31.7,240.41
10365,31.7,240.07
10366,31.9,236.49
10367,33.3,239.15
10368,33.7,238.89
10369,34,232.96
10370,10.1,111.02
10371,14.1,148.17
10372,13.8,143.62
10373,8.9,48.67
10374,8.5,48.76
10375,8.1,48.66
10376,8.8,48.49
10377,11.6,53.95
10378,14.5,74.25
10379,12,74.62
10380,11.3,74.74
10381,11.3,74.5
10382,13.6,104.12
10383,16.5,150.01
10384,18.8,189
10385,20.3,198.64
10386,21.7,199.59
10387,22.5,199.5
10388,22.3,199.34
10389,23.3,199.6
10390,23.3,199.51
10391,23.9,199.56
10392,25.4,199.16
10393,26.4,199.07
10394,24.9,199.22
10395,26,199.24
10396,25.1,199.58
10397,25.3,199.4
10398,25.5,199.16
10399,25.6,199.58
10400,27.1,199.33
10401,27.8,198.56
10402,26.3,197.98
10403,26.5,200.02
10404,26.2,200.29
10405,26.6,200.37
10406,25.2,200.19
10407,26,200.45
10408,29.5,200.02
10409,29.2,190.14
10410,25.7,199.57
10411,25.2,200.08
10412,24.8,200
10413,26,200.27
10414,26.8,199.33
10415,26.4,198.22
10416,24.7,200.1
10417,24,200.7
10418,23.7,200.52
10419,23.7,200.36
10420,23.3,200.18
10421,23.4,200.69
10422,23.3,200.5
10423,23,200.44
10424,23,200.37
10425,23.9,212.99
10426,25.4,229.4
10427,26.4,229.32
10428,26.3,226.68
10429,26.2,232.13
10430,26.8,232.22
10431,27,217.51
10432,27.2,208.88
10433,26.5,210.43
10434,27.1,213.33
10435,26.9,211.55
10436,26.8,213.59
10437,26.6,218.72
10438,26.6,219.66
10439,26.7,218.38
10440,28.6,216.41
10441,27.2,185.15
10442,26.8,213.16
10443,27.1,234.52
10444,27.3,231.02
10445,27.1,220.08
10446,27.3,217.7
10447,26.9,220.94
10448,27.2,222.67
10449,27.1,221.28
10450,27.3,221.81
10451,27.1,219.5
10452,27.6,219.67
10453,27.4,216.59
10454,27.5,218.12
10455,27.7,217.69
10456,27.9,219.25
10457,27.6,219.15
10458,27.9,219.22
10459,27.6,216.62
10460,27.8,218.66
10461,27.8,218.55
10462,27.9,218.56
10463,27.6,215.22
10464,10.6,28.02
10465,15.5,149.46
10466,17.4,173.88
10467,19.2,183.64
10468,20.4,214.62
10469,22.2,232.63
10470,23.8,240.84
10471,27.4,241.18
10472,28.4,240.96
10473,27.8,241.1
10474,25.8,241.85
10475,26.3,246.98
10476,26.8,249.53
10477,27.2,249.87
10478,27.5,249.87
10479,27.6,250.04
10480,28,250.13
10481,28.6,249.9
10482,28.6,249.65
10483,28.6,249.73
10484,28.6,249.73
10485,28.5,249.81
10486,28.6,249.98
10487,28.4,249.89
10488,28.7,249.5
10489,28.8,249.68
10490,28.6,249.92
10491,28.9,249.42
10492,29.3,249.62
10493,29.5,249.79
10494,30.2,249.74
10495,30.3,249.81
10496,30.2,249.48
10497,29.4,245.18
10498,29.6,249.73
10499,29.4,250.07
10500,29.6,249.9
10501,30.1,250.07
10502,29.7,250.15
10503,33.2,250.14
10504,33.9,249.75
10505,33.6,249.57
10506,30.2,249.91
10507,30.1,250.08
10508,30.6,250.18
10509,30.8,250.25
10510,31.1,250.25
10511,31.2,250
10512,31.4,250.13
10513,31.3,250.32
10514,31.5,250.4
10515,31.1,250.4
10516,30.9,250.41
10517,30.4,250.15
10518,30.1,250.32
10519,30.2,250.32
10520,30.2,250.32
10521,30,250.07
10522,31.2,250.01
10523,31.1,250.06
10524,31.3,250.07
10525,32,250.07
10526,32.1,249.9
10527,32.4,249.89
10528,32.3,249.72
10529,32.5,249.98
10530,32.6,250.23
10531,32.8,250.05
10532,32.6,250.22
10533,32.5,250.14
10534,32.8,250.23
10535,35.8,250.05
10536,35.9,249.8
10537,34,249.97
10538,31.9,249.97
10539,31.9,250.49
10540,31.4,250.27
10541,31.3,250.51
10542,31.1,250.34
10543,31.1,250.49
10544,30.8,250.33
10545,30.7,250.32
10546,30.8,250.32
10547,30.8,250.32
10548,30.9,250.41
10549,31.3,250.24
10550,31.7,250.4
10551,32.4,250.09
10552,32.9,250.34
10553,33,250.24
10554,33.1,250.38
10555,33.3,250.47
10556,33.9,250.47
10557,33.6,250.56
10558,34.3,250.57
10559,12.4,34.02
10560,17.2,175.12
10561,19.6,198.65
10559,20.2,199.16
10560,20.7,198.32
10561,21,199.42
10562,20.9,199.41
10563,22.5,215.35
10564,26.9,223.98
10565,28,224.58
10566,27.3,225.33
10567,26.2,224.99
10568,26.6,225.01
10569,26.5,225.07
10570,27.1,228.26
10571,28.1,243.33
10572,28.7,245.11
10573,29.5,245.21
10574,30.7,245.1
10575,31.4,244.93
10576,31.9,245.11
10577,31.3,245.28
10578,31.2,245.02
10579,31,245.36
10580,30.6,245.19
10581,30.4,245.1
10582,30.5,245.09
10583,30.7,245
10584,30.7,245.09
10585,31.1,245.18
10586,31.2,244.75
10587,31.6,244.93
10588,31.7,245.27
10589,31.4,244.5
10590,31.2,240.91
10591,31.5,245.04
10592,31.6,245.2
10593,31.7,245.36
10594,31.3,245.38
10595,31.7,245.38
10596,34.8,245.12
10597,35.2,245.19
10598,35.2,245.37
10599,32.6,245.47
10600,32.6,245.35
10601,32.9,245.34
10602,33.2,245.18
10603,32.7,245.44
10604,33.1,245.36
10605,33.6,245.53
10606,33.6,245.53
10607,33.7,245.62
10608,33.9,245.37
10609,34,244.6
10610,34.2,242.12
10611,34,244.86
10612,34.2,245.2
10613,34.3,243.92
10614,34.2,243.75
10615,34.1,245.03
10616,34.1,245.54
10617,34.3,245.45
10618,33.9,245.54
10619,33.9,245.2
10620,33.7,245.37
10621,34,245.11
10622,34.2,245.44
10623,33.8,245.61
10624,33.6,245.28
10625,33.3,245.52
10626,32.9,245.63
10627,35.2,245.54
10628,35.6,245.35
10629,35.8,245.09
10630,32.1,246.38
10631,32,246.82
10632,32.3,247.07
10633,32.6,246.9
10634,33,246.9
10635,33.2,246.98
10636,33.4,246.98
10637,33.7,246.99
10638,33.4,246.98
10639,32.9,246.73
10640,32.1,246.9
10641,31.8,246.97
10642,32.1,246.79
10643,32.5,246.75
10644,33.8,246.87
10645,33.9,246.83
10646,34.1,246.79
10647,34.4,246.86
10648,34.7,246.74
10649,34.9,246.74
10650,35,247.04
10651,34.9,246.81
10652,12.1,33.23
10653,17.1,152.16
10654,20,185.25
10655,22.5,203.72
10656,23.8,215.95
10657,25.6,238.71
10658,27.1,244.68
10659,31.7,244.85
10660,31.7,244.85
10661,31.1,245.45
10662,29.4,245.37
10663,29.7,245.19
10664,29.8,245.28
10665,30.1,245.46
10666,30.4,245.2
