Attribute,Value
Weight on Bit,21.8
Weight on Bit,19.3
Weight on Bit,19.6
Weight on Bit,18.9
Weight on Bit,29
Weight on Bit,23.9
Weight on Bit,21.1
Weight on Bit,23.1
Weight on Bit,31.6
Weight on Bit,28.5
Weight on Bit,31.7
Weight on Bit,30.4
Weight on Bit,21.8
Weight on Bit,29.7
Weight on Bit,31.1
Weight on Bit,29.8
Weight on Bit,21.8
Weight on Bit,19.3
Weight on Bit,28
Weight on Bit,24.7
Weight on Bit,15.8
Weight on Bit,14.8
Weight on Bit,14.8
Weight on Bit,9.1
Weight on Bit,23.5
Weight on Bit,9.7
Weight on Bit,10.9
Weight on Bit,13.4
Weight on Bit,31.7
Weight on Bit,27.4
Weight on Bit,30.6
Weight on Bit,27.2
Weight on Bit,14.9
Weight on Bit,22.1
Weight on Bit,20.1
Weight on Bit,9.9
Weight on Bit,15.9
Weight on Bit,11.6
Weight on Bit,22.4
Weight on Bit,10
Weight on Bit,29.5
Weight on Bit,21.3
Weight on Bit,21.1
Weight on Bit,17
Weight on Bit,28.7
Weight on Bit,10
Weight on Bit,29.4
Weight on Bit,18.8
Weight on Bit,18
Weight on Bit,13.6
Weight on Bit,29.2
Weight on Bit,27.2
Weight on Bit,16.9
Weight on Bit,28.2
Weight on Bit,8.6
Weight on Bit,29.6
Weight on Bit,18.8
Weight on Bit,28.8
Weight on Bit,16.5
Weight on Bit,18.1
Weight on Bit,26
Weight on Bit,28.8
Weight on Bit,18.5
Weight on Bit,14.6
Weight on Bit,29
Weight on Bit,9
Weight on Bit,30.8
Weight on Bit,27.7
Weight on Bit,9.4
Weight on Bit,26.7
Weight on Bit,11
Weight on Bit,26.6
Weight on Bit,9.7
Weight on Bit,28.9
Weight on Bit,9.2
Weight on Bit,14.3
Weight on Bit,29.4
Weight on Bit,11.5
Weight on Bit,29
Weight on Bit,8.1
Weight on Bit,28.9
Weight on Bit,28.7
Weight on Bit,10
Weight on Bit,12
Weight on Bit,14.2
Weight on Bit,10.6
Weight on Bit,28
Weight on Bit,10.1
Weight on Bit,19.9
Weight on Bit,9.5
Weight on Bit,30.6
Weight on Bit,28.6
Weight on Bit,28.6
Weight on Bit,12.7
Weight on Bit,29.5
Weight on Bit,27.7
Weight on Bit,18.3
Weight on Bit,27.1
Weight on Bit,16.3
Weight on Bit,28.8
Weight on Bit,20.4
Weight on Bit,19.6
Weight on Bit,27
Weight on Bit,19.4
Weight on Bit,27.2
Weight on Bit,8.9
Weight on Bit,28.6
Weight on Bit,19.6
Weight on Bit,28.8
Weight on Bit,26.9
Weight on Bit,10.6
Weight on Bit,9.2
Weight on Bit,28.8
Weight on Bit,34.3
Weight on Bit,19.6
Weight on Bit,19.3
Weight on Bit,35.6
Weight on Bit,27.9
Weight on Bit,20.6
Weight on Bit,29.8
Weight on Bit,18.1
Weight on Bit,28.4
Weight on Bit,28
Weight on Bit,28.4
Weight on Bit,18.6
Weight on Bit,11
Weight on Bit,27.9
Weight on Bit,20.2
Weight on Bit,31.4
Weight on Bit,28.4
Weight on Bit,8.9
Weight on Bit,28.7
Weight on Bit,20.9
Weight on Bit,28.5
Weight on Bit,19.6
Weight on Bit,28.8
Weight on Bit,19.6
Weight on Bit,9.2
Weight on Bit,33.4
Weight on Bit,28.7
Weight on Bit,8.9
Weight on Bit,19.9
Weight on Bit,5.9
Weight on Bit,25.6
Weight on Bit,11.5
Weight on Bit,25.2
Weight on Bit,5.8
Weight on Bit,16.1
Weight on Bit,22.1
Weight on Bit,5.1
Weight on Bit,12.8
Weight on Bit,5.6
Weight on Bit,20
Weight on Bit,23.8
Weight on Bit,21
Weight on Bit,24.3
Weight on Bit,5.8
Weight on Bit,24.3
Weight on Bit,5.2
Weight on Bit,15
Weight on Bit,22.9
Weight on Bit,23.2
Weight on Bit,22.5
Weight on Bit,6.4
Weight on Bit,26.8
Weight on Bit,6.1
Weight on Bit,23.3
Weight on Bit,6
Weight on Bit,26.1
Weight on Bit,15.7
Weight on Bit,25.8
Weight on Bit,23
Weight on Bit,5.7
Weight on Bit,12.1
Weight on Bit,4.4
Weight on Bit,24.9
Weight on Bit,5.5
Weight on Bit,12.2
Weight on Bit,4.6
Weight on Bit,25.3
Weight on Bit,5.4
Weight on Bit,25.6
Weight on Bit,6
Weight on Bit,13.5
Weight on Bit,16.2
Weight on Bit,12
Weight on Bit,26.1
Weight on Bit,5.2
Weight on Bit,25.1
Weight on Bit,5.7
Weight on Bit,20.2
Weight on Bit,25.2
Weight on Bit,24.3
Weight on Bit,23.7
Weight on Bit,5.8
Weight on Bit,12.9
Weight on Bit,5.4
Weight on Bit,25
Weight on Bit,4.9
Weight on Bit,11.7
Weight on Bit,5.4
Weight on Bit,10.9
Weight on Bit,25.4
Weight on Bit,19.4
Weight on Bit,28.1
Weight on Bit,31.2
Weight on Bit,8.9
Weight on Bit,9
Weight on Bit,7.7
Weight on Bit,17
Weight on Bit,31.3
Weight on Bit,17
Weight on Bit,14.3
Weight on Bit,8.1
Weight on Bit,28.4
Weight on Bit,12
Weight on Bit,27.9
Weight on Bit,29.7
Weight on Bit,8.2
Weight on Bit,29.3
Weight on Bit,8.9
Weight on Bit,15.9
Weight on Bit,31.1
Weight on Bit,30.8
Weight on Bit,8.7
Weight on Bit,16.4
Weight on Bit,27.9
Weight on Bit,8.4
Weight on Bit,30.6
Weight on Bit,8
Weight on Bit,28.5
Weight on Bit,18.5
Weight on Bit,28.9
Weight on Bit,32.4
Weight on Bit,8.4
Weight on Bit,15.4
Weight on Bit,23.4
Weight on Bit,34.6
Weight on Bit,6.3
Weight on Bit,34.8
Weight on Bit,9.1
Weight on Bit,24.6
Weight on Bit,6.2
Weight on Bit,22.2
Weight on Bit,6.2
Weight on Bit,14.9
Weight on Bit,31.5
Weight on Bit,22.5
Weight on Bit,6.1
Weight on Bit,14.5
Weight on Bit,22.5
Weight on Bit,7.9
Weight on Bit,29.4
Weight on Bit,18.7
Weight on Bit,14.8
Weight on Bit,16
Weight on Bit,8.2
Weight on Bit,18.6
Weight on Bit,7.8
Weight on Bit,20.9
Weight on Bit,9.1
Weight on Bit,15
Weight on Bit,31.1
Weight on Bit,15
Weight on Bit,21.2
Weight on Bit,7.9
Weight on Bit,7.4
Weight on Bit,10
Weight on Bit,27
Weight on Bit,26.9
Weight on Bit,9.3
Weight on Bit,7.4
Weight on Bit,27.2
Weight on Bit,7.2
Weight on Bit,27.6
Weight on Bit,28.5
Weight on Bit,7.2
Weight on Bit,9.9
Weight on Bit,27.9
Weight on Bit,27.3
Weight on Bit,6.9
Weight on Bit,24
Weight on Bit,7.1
Weight on Bit,8.3
Weight on Bit,26.9
Weight on Bit,23.2
Weight on Bit,23
Weight on Bit,7.2
Weight on Bit,26.9
Weight on Bit,24
Weight on Bit,26.5
Weight on Bit,23.9
Weight on Bit,7.1
Weight on Bit,7.2
Weight on Bit,7.3
Weight on Bit,23.9
Weight on Bit,8.1
Weight on Bit,8.4
Weight on Bit,25.6
Weight on Bit,24.7
Weight on Bit,24.5
Weight on Bit,25
Weight on Bit,7.1
Weight on Bit,10.5
Weight on Bit,7.5
Weight on Bit,27.7
Weight on Bit,6.8
Weight on Bit,14.9
Weight on Bit,27
Weight on Bit,11.1
Weight on Bit,24.5
Weight on Bit,6.8
Weight on Bit,27.1
Weight on Bit,28.4
Weight on Bit,6.7
Weight on Bit,25.9
Weight on Bit,27.6
Weight on Bit,27.9
Weight on Bit,7.2
Weight on Bit,10.6
Weight on Bit,6.8
Weight on Bit,10.9
Weight on Bit,25.4
Weight on Bit,7.1
Weight on Bit,6.6
Weight on Bit,10
Weight on Bit,27.6
Weight on Bit,25.7
Weight on Bit,6
Weight on Bit,24.6
Weight on Bit,12.3
Weight on Bit,24.7
Weight on Bit,12.4
Weight on Bit,5.4
Weight on Bit,19.3
Weight on Bit,6.3
Weight on Bit,25.5
Weight on Bit,5.2
Weight on Bit,27.7
Weight on Bit,13.5
Weight on Bit,21.8
Weight on Bit,25.8
Weight on Bit,5.2
Weight on Bit,25
Weight on Bit,5.6
Weight on Bit,13.5
Weight on Bit,24.6
Weight on Bit,24.5
Weight on Bit,24.8
Weight on Bit,5.9
Weight on Bit,18.1
Weight on Bit,5.8
Weight on Bit,19
Weight on Bit,26.5
Weight on Bit,5.4
Weight on Bit,12.7
Weight on Bit,18.9
Weight on Bit,25.9
Weight on Bit,4.8
Weight on Bit,7.5
Weight on Bit,27.7
Weight on Bit,25.6
Weight on Bit,24.1
Weight on Bit,26
Weight on Bit,8
Weight on Bit,5.9
Weight on Bit,7
Weight on Bit,25.1
Weight on Bit,7.3
Weight on Bit,7.3
Weight on Bit,27.6
Weight on Bit,6.3
Weight on Bit,26.8
Weight on Bit,6.5
Weight on Bit,27.8
Weight on Bit,27
Weight on Bit,4.7
Weight on Bit,24.8
Weight on Bit,26.4
Weight on Bit,25.6
Weight on Bit,4.4
Weight on Bit,6.2
Weight on Bit,5.1
Weight on Bit,27.5
Weight on Bit,8.1
Weight on Bit,6.9
Weight on Bit,5.2
Weight on Bit,6.9
Weight on Bit,25.8
Weight on Bit,28.8
Weight on Bit,30.4
Weight on Bit,15.1
Weight on Bit,26.8
Weight on Bit,29.5
Weight on Bit,11
Weight on Bit,20.4
Weight on Bit,13.3
Weight on Bit,29.4
Weight on Bit,12.8
Weight on Bit,29.9
Weight on Bit,13.2
Weight on Bit,17.1
Weight on Bit,28.8
Weight on Bit,17.1
Weight on Bit,28.9
Weight on Bit,12.7
Weight on Bit,29
Weight on Bit,13.3
Weight on Bit,15.2
Weight on Bit,28.8
Weight on Bit,28.7
Weight on Bit,28.9
Weight on Bit,13
Weight on Bit,15.2
Weight on Bit,13.3
Weight on Bit,28.4
Weight on Bit,13.5
Weight on Bit,15.2
Weight on Bit,13.5
Weight on Bit,15.2
Weight on Bit,28.1
Weight on Bit,16.2
Weight on Bit,5.7
Weight on Bit,27.8
Weight on Bit,16.1
Weight on Bit,27.7
Weight on Bit,16.1
Weight on Bit,12.6
Weight on Bit,28.2
Weight on Bit,13.4
Weight on Bit,32.8
Weight on Bit,12.2
Weight on Bit,28.5
Weight on Bit,15.7
Weight on Bit,28.8
Weight on Bit,29.6
Weight on Bit,13.7
Weight on Bit,29.6
Weight on Bit,14.2
Weight on Bit,16.4
Weight on Bit,29.5
Weight on Bit,31.3
Weight on Bit,31.6
Weight on Bit,14.2
Weight on Bit,29.2
Weight on Bit,13.9
Weight on Bit,27.9
Weight on Bit,29.9
Weight on Bit,13.9
Weight on Bit,15.9
Weight on Bit,28.5
Weight on Bit,30.3
Weight on Bit,13.7
Weight on Bit,15.8
Weight on Bit,8.2
Weight on Bit,20
Weight on Bit,4.8
Weight on Bit,19.4
Weight on Bit,5.1
Weight on Bit,14.7
Weight on Bit,4.9
Weight on Bit,16.8
Weight on Bit,13.3
Weight on Bit,15.3
Weight on Bit,19.8
Weight on Bit,13.6
Weight on Bit,5
Weight on Bit,15.4
Weight on Bit,12.3
Weight on Bit,6.7
Weight on Bit,17
Weight on Bit,13.6
Weight on Bit,15.3
Weight on Bit,11.1
Weight on Bit,7.2
Weight on Bit,14
Weight on Bit,6.1
Weight on Bit,14.2
Weight on Bit,5.4
Weight on Bit,15.5
Weight on Bit,17.2
Weight on Bit,14.9
Weight on Bit,14.4
Weight on Bit,5.6
Weight on Bit,13.5
Weight on Bit,28.6
Weight on Bit,15.9
Weight on Bit,28
Weight on Bit,12.8
Weight on Bit,16.2
Weight on Bit,11.9
Weight on Bit,13.3
Weight on Bit,15.4
Weight on Bit,13
Weight on Bit,13.6
Weight on Bit,29.8
Weight on Bit,11.8
Weight on Bit,29.8
Weight on Bit,13.2
Weight on Bit,27.7
Weight on Bit,13.2
Weight on Bit,16
Weight on Bit,27.4
Weight on Bit,26
Weight on Bit,20.4
Weight on Bit,13.3
Weight on Bit,17.9
Weight on Bit,13.3
Weight on Bit,27.7
Weight on Bit,13.1
Weight on Bit,13.2
Weight on Bit,15.9
Weight on Bit,14.3
Weight on Bit,27.5
Weight on Bit,13.4
Weight on Bit,8.9
Weight on Bit,35
Weight on Bit,31.3
Weight on Bit,29.7
Weight on Bit,31.3
Weight on Bit,10.1
Weight on Bit,15.5
Weight on Bit,8.9
Weight on Bit,26.3
Weight on Bit,9.2
Weight on Bit,16
Weight on Bit,32.6
Weight on Bit,15.6
Weight on Bit,23.3
Weight on Bit,9.2
Weight on Bit,33.2
Weight on Bit,29.4
Weight on Bit,8.9
Weight on Bit,29.9
Weight on Bit,30.2
Weight on Bit,31.4
Weight on Bit,8.8
Weight on Bit,16.3
Weight on Bit,9.1
Weight on Bit,15.1
Weight on Bit,30
Weight on Bit,9.9
Weight on Bit,9.8
Weight on Bit,15.8
Weight on Bit,30.1
Weight on Bit,28.6
Weight on Bit,9.1
Weight on Bit,15.3
Weight on Bit,29.9
Weight on Bit,30.2
Weight on Bit,29.6
Weight on Bit,9
Weight on Bit,33.2
Weight on Bit,28.3
Weight on Bit,30.2
Weight on Bit,28
Weight on Bit,9.5
Weight on Bit,15.6
Weight on Bit,8.9
Weight on Bit,29.8
Weight on Bit,8.8
Weight on Bit,15.7
Weight on Bit,16.2
Weight on Bit,8.7
Weight on Bit,32.3
Weight on Bit,29
Weight on Bit,30.4
Weight on Bit,28.7
Weight on Bit,8.8
Weight on Bit,29.6
Weight on Bit,35
Weight on Bit,28.7
Weight on Bit,8.9
Weight on Bit,8.8
Weight on Bit,8.9
Weight on Bit,29.6
Weight on Bit,16.4
Weight on Bit,9.4
Weight on Bit,30.4
Weight on Bit,27.8
Weight on Bit,26.9
Weight on Bit,28.7
Weight on Bit,9.3
Weight on Bit,14.4
Weight on Bit,9.2
Weight on Bit,32.8
Weight on Bit,9.2
Weight on Bit,14.9
Weight on Bit,28
Weight on Bit,15
Weight on Bit,31.9
Weight on Bit,9.2
Weight on Bit,31.1
Weight on Bit,29.3
Weight on Bit,9.7
Weight on Bit,30.4
Weight on Bit,30.7
Weight on Bit,32.8
Weight on Bit,0
Weight on Bit,16.4
Weight on Bit,9.7
Weight on Bit,28.6
Weight on Bit,9.1
Weight on Bit,12.1
Weight on Bit,9.2
Weight on Bit,16
Weight on Bit,26.1
Weight on Bit,31.2
Weight on Bit,8.9
Weight on Bit,15.3
Weight on Bit,29.3
Weight on Bit,28.5
Weight on Bit,15
Weight on Bit,9.1
Weight on Bit,27.8
Weight on Bit,8.7
Weight on Bit,32.6
Weight on Bit,28.4
Weight on Bit,8.5
Weight on Bit,16.1
Weight on Bit,27.9
Weight on Bit,31.8
Weight on Bit,8.8
Weight on Bit,28.4
Weight on Bit,8.9
Weight on Bit,14.9
Weight on Bit,27.6
Weight on Bit,30.2
Weight on Bit,31.7
Weight on Bit,9.4
Weight on Bit,28
Weight on Bit,28
Weight on Bit,27.7
Weight on Bit,28.8
Weight on Bit,9
Weight on Bit,8.9
Weight on Bit,9
Weight on Bit,29.3
Weight on Bit,14.8
Weight on Bit,33
Weight on Bit,0
Weight on Bit,31.9
Weight on Bit,33.5
Weight on Bit,34.3
Weight on Bit,0
Weight on Bit,20.4
Weight on Bit,0
Weight on Bit,33.2
Weight on Bit,0
Weight on Bit,20.6
Weight on Bit,0
Weight on Bit,20.7
Weight on Bit,32.4
Weight on Bit,33.1
Weight on Bit,33.1
Weight on Bit,27.8
Weight on Bit,0.4
Weight on Bit,29.3
Weight on Bit,33
Weight on Bit,21.2
Weight on Bit,20.7
Weight on Bit,0
Weight on Bit,20.7
Weight on Bit,20.6
Weight on Bit,33.9
Weight on Bit,0
Weight on Bit,0.9
Weight on Bit,0.4
Weight on Bit,33.1
Weight on Bit,31
Weight on Bit,16.1
Weight on Bit,9.4
Weight on Bit,32.1
Weight on Bit,33.7
Weight on Bit,33.8
Weight on Bit,16
Weight on Bit,33.2
Weight on Bit,25.5
Weight on Bit,31.6
Weight on Bit,28.1
Weight on Bit,16
Weight on Bit,16
Weight on Bit,15.8
Weight on Bit,27.3
Weight on Bit,10.3
Weight on Bit,21.1
Weight on Bit,33.8
Weight on Bit,16
Weight on Bit,33.2
Weight on Bit,20.6
Weight on Bit,33.3
Weight on Bit,33.6
Weight on Bit,16.1
Weight on Bit,34.2
Weight on Bit,33.4
Weight on Bit,33.7
Weight on Bit,16.4
Weight on Bit,16.7
Weight on Bit,16.2
Weight on Bit,20.9
Weight on Bit,33.9
Weight on Bit,15.2
Weight on Bit,33
Weight on Bit,27.5
Weight on Bit,27.5
Weight on Bit,27.1
Weight on Bit,4.9
Weight on Bit,20.3
Weight on Bit,15.2
Weight on Bit,27.3
Weight on Bit,15.7
Weight on Bit,18.4
Weight on Bit,16.5
Weight on Bit,19.7
Weight on Bit,27.4
Weight on Bit,32.8
Weight on Bit,32.9
Weight on Bit,27.7
Weight on Bit,0
Weight on Bit,27.7
Weight on Bit,15.4
Weight on Bit,27.5
Weight on Bit,0
Weight on Bit,20.7
Weight on Bit,19.3
Weight on Bit,26.9
Weight on Bit,20
Weight on Bit,0.8
Weight on Bit,0
Weight on Bit,1.3
Weight on Bit,12.7
Weight on Bit,27.6
Weight on Bit,14.9
Weight on Bit,18.6
Weight on Bit,27.6
Weight on Bit,28.1
Weight on Bit,27.7
Weight on Bit,13.1
Weight on Bit,32.8
Weight on Bit,12.9
Weight on Bit,32.7
Weight on Bit,16.5
Weight on Bit,0
Weight on Bit,20.1
Weight on Bit,32.9
Weight on Bit,28.1
Weight on Bit,7.1
Weight on Bit,16.8
Weight on Bit,16.5
Weight on Bit,19.5
Weight on Bit,32.9
Weight on Bit,27.1
Weight on Bit,27.3
Weight on Bit,33
Weight on Bit,15.1
Weight on Bit,27.3
Weight on Bit,32.6
Weight on Bit,27.6
Weight on Bit,13.8
Weight on Bit,13.9
Weight on Bit,15.1
Weight on Bit,21
Weight on Bit,27.5
Weight on Bit,28.8
Weight on Bit,19.5
Weight on Bit,11.3
Weight on Bit,12.9
Weight on Bit,28.9
Weight on Bit,18.7
Weight on Bit,9
Weight on Bit,29
Weight on Bit,11.1
Weight on Bit,28.8
Weight on Bit,19
Weight on Bit,19.2
Weight on Bit,19
Weight on Bit,13.2
Weight on Bit,28.9
Weight on Bit,18.3
Weight on Bit,28.2
Weight on Bit,18.4
Weight on Bit,11.4
Weight on Bit,13.4
Weight on Bit,11.2
Weight on Bit,28.4
Weight on Bit,18.6
Weight on Bit,28.3
Weight on Bit,9.1
Weight on Bit,28.7
Weight on Bit,12.9
Weight on Bit,18.4
Weight on Bit,13.4
Weight on Bit,18.1
Weight on Bit,28.6
Weight on Bit,14.2
Weight on Bit,19.2
Weight on Bit,21.1
Weight on Bit,28.9
Weight on Bit,20.5
Weight on Bit,29
Weight on Bit,19.3
Weight on Bit,28.9
Weight on Bit,21.3
Weight on Bit,28.8
Weight on Bit,19.9
Weight on Bit,20.1
Weight on Bit,20
Weight on Bit,14.8
Weight on Bit,28.7
Weight on Bit,19.3
Weight on Bit,28.8
Weight on Bit,19.1
Weight on Bit,18.8
Weight on Bit,8.8
Weight on Bit,16.8
Weight on Bit,28.8
Weight on Bit,19.2
Weight on Bit,28.7
Weight on Bit,19.1
Weight on Bit,29.2
Weight on Bit,14
Weight on Bit,28.8
Weight on Bit,19.2
Weight on Bit,8
Weight on Bit,20.6
Weight on Bit,29.5
Weight on Bit,16
Weight on Bit,28.8
Weight on Bit,29
Weight on Bit,29.2
Weight on Bit,15.8
Weight on Bit,12.4
Weight on Bit,15.2
Weight on Bit,11.3
Weight on Bit,29.1
Weight on Bit,16.4
Weight on Bit,14.8
Weight on Bit,11.1
Weight on Bit,25.1
Weight on Bit,29.5
Weight on Bit,16.1
Weight on Bit,27.8
Weight on Bit,15.9
Weight on Bit,8.9
Weight on Bit,30.7
Weight on Bit,28.4
Weight on Bit,9.9
Weight on Bit,15.7
Weight on Bit,27.9
Weight on Bit,9.1
Weight on Bit,29.5
Weight on Bit,30.1
Weight on Bit,16.1
Weight on Bit,16.3
Weight on Bit,29.9
Weight on Bit,28.5
Weight on Bit,10.3
Weight on Bit,3.4
Weight on Bit,15.3
Weight on Bit,30.1
Weight on Bit,17.4
Weight on Bit,31.4
Weight on Bit,12
Weight on Bit,28.6
Weight on Bit,13.2
Weight on Bit,28
Weight on Bit,19
Weight on Bit,18.6
Weight on Bit,18.6
Weight on Bit,28
Weight on Bit,10.7
Weight on Bit,10.7
Weight on Bit,28.6
Weight on Bit,16.2
Weight on Bit,21.7
Weight on Bit,10.5
Weight on Bit,23.6
Weight on Bit,28.9
Weight on Bit,15.4
Weight on Bit,28.8
Weight on Bit,19.8
Weight on Bit,30
Weight on Bit,15.4
Weight on Bit,15.7
Weight on Bit,15.6
Weight on Bit,10.6
Weight on Bit,29.2
Weight on Bit,16.5
Weight on Bit,21.6
Weight on Bit,15.3
Weight on Bit,11.7
Weight on Bit,28.6
Weight on Bit,28.4
Weight on Bit,18.1
Weight on Bit,12.3
Weight on Bit,27.8
Weight on Bit,12.7
Weight on Bit,27.7
Weight on Bit,19.1
Weight on Bit,19.8
Weight on Bit,19.6
Weight on Bit,27.8
Weight on Bit,17.7
Weight on Bit,15
Weight on Bit,27.4
Weight on Bit,10.6
Weight on Bit,10.9
Weight on Bit,13
Weight on Bit,9.8
Weight on Bit,27.7
Weight on Bit,9
Weight on Bit,28.2
Weight on Bit,11.7
Weight on Bit,27.8
Weight on Bit,12.4
Weight on Bit,12.5
Weight on Bit,10.6
Weight on Bit,13.9
Weight on Bit,28.2
Weight on Bit,15
Weight on Bit,12.4
Weight on Bit,27.1
Weight on Bit,27.2
Weight on Bit,28
Weight on Bit,10
Weight on Bit,19.1
Weight on Bit,12.7
Weight on Bit,18.8
Weight on Bit,27
Weight on Bit,35
Weight on Bit,13.6
Weight on Bit,18.9
Weight on Bit,14.8
Weight on Bit,26.9
Weight on Bit,9.7
Weight on Bit,28.4
Weight on Bit,16.7
Weight on Bit,18.2
Weight on Bit,12.3
Weight on Bit,28.1
Weight on Bit,19.4
Weight on Bit,19.4
Weight on Bit,29.3
Weight on Bit,18.2
Weight on Bit,28.2
Weight on Bit,20.4
Weight on Bit,11.7
Weight on Bit,14.4
Weight on Bit,20.4
Weight on Bit,28.9
Weight on Bit,15.5
Weight on Bit,17.7
Weight on Bit,23.7
Weight on Bit,20.3
Weight on Bit,15.4
Weight on Bit,15.2
Weight on Bit,9.4
Weight on Bit,15.6
Weight on Bit,11.9
Weight on Bit,27.1
Weight on Bit,14.8
Weight on Bit,18.8
Weight on Bit,9.3
Weight on Bit,25.7
Weight on Bit,15.3
Weight on Bit,17.8
Weight on Bit,16.4
Weight on Bit,18.4
Weight on Bit,9.8
Weight on Bit,29.3
Weight on Bit,29.3
Weight on Bit,10.3
Weight on Bit,16.9
Weight on Bit,30.1
Weight on Bit,9.8
Weight on Bit,30.8
Weight on Bit,18.5
Weight on Bit,19.4
Weight on Bit,20.2
Weight on Bit,18.1
Weight on Bit,30.7
Weight on Bit,10.2
Weight on Bit,13.9
Weight on Bit,28.1
Weight on Bit,27.6
Weight on Bit,27.4
Weight on Bit,20.6
Weight on Bit,16.5
Weight on Bit,13.3
Weight on Bit,27.7
Weight on Bit,10.4
Weight on Bit,13
Weight on Bit,13.2
Weight on Bit,16
Weight on Bit,28
Weight on Bit,9.2
Weight on Bit,10.3
Weight on Bit,30.6
Weight on Bit,14.6
Weight on Bit,28.2
Weight on Bit,12.3
Weight on Bit,28.1
Weight on Bit,11.9
Weight on Bit,14.8
Weight on Bit,13.3
Weight on Bit,13.6
Weight on Bit,27.4
Weight on Bit,19
Weight on Bit,15.8
Weight on Bit,15.2
Weight on Bit,13.3
Weight on Bit,28
Weight on Bit,17.8
Weight on Bit,16.9
Weight on Bit,23.8
Weight on Bit,26.5
Weight on Bit,23.1
Weight on Bit,27
Weight on Bit,16.8
Weight on Bit,26.8
Weight on Bit,22.1
Weight on Bit,26.8
Weight on Bit,15
Weight on Bit,15.1
Weight on Bit,16.6
Weight on Bit,18.3
Weight on Bit,26.9
Weight on Bit,14.4
Weight on Bit,27.4
Weight on Bit,15
Weight on Bit,25.8
Weight on Bit,18.4
Weight on Bit,27.3
Weight on Bit,27.3
Weight on Bit,15
Weight on Bit,27.4
Weight on Bit,15.6
Weight on Bit,27
Weight on Bit,17.8
Weight on Bit,27.2
Weight on Bit,15.1
Weight on Bit,18.4
Weight on Bit,24.1
Weight on Bit,27.8
Weight on Bit,12.8
Weight on Bit,18.9
Weight on Bit,17.3
Weight on Bit,19.3
Weight on Bit,27.6
Weight on Bit,13.7
Weight on Bit,26.4
Weight on Bit,19.7
Weight on Bit,27.3
Weight on Bit,0
Weight on Bit,0
Weight on Bit,4.1
Weight on Bit,17.3
Weight on Bit,26.9
Weight on Bit,7
Weight on Bit,26.6
Weight on Bit,15.4
Weight on Bit,20.2
Weight on Bit,15.3
Weight on Bit,18.6
Weight on Bit,26.6
Weight on Bit,22.1
Weight on Bit,26.9
Weight on Bit,19.6
Weight on Bit,17.4
Weight on Bit,28.6
Weight on Bit,11.1
Weight on Bit,17.7
Weight on Bit,15.1
Weight on Bit,26.9
Weight on Bit,18.8
Weight on Bit,13.5
Weight on Bit,29.8
Weight on Bit,26.7
Weight on Bit,28
Weight on Bit,26.6
Weight on Bit,13.3
Weight on Bit,27.5
Weight on Bit,29.9
Weight on Bit,28.3
Weight on Bit,13.9
Weight on Bit,13.9
Weight on Bit,13.9
Weight on Bit,28
Weight on Bit,18.1
Weight on Bit,19
Weight on Bit,26.5
Weight on Bit,29.8
Weight on Bit,17.1
Weight on Bit,18.2
Weight on Bit,15.4
Weight on Bit,26.5
Weight on Bit,34.2
Weight on Bit,27.2
Weight on Bit,23.4
Weight on Bit,27.6
Weight on Bit,13.6
Weight on Bit,13.9
Weight on Bit,16.8
Weight on Bit,17.6
Weight on Bit,29.6
Weight on Bit,29
Weight on Bit,14.6
Weight on Bit,19.2
Weight on Bit,28.9
Weight on Bit,28.8
Weight on Bit,14.5
Weight on Bit,19.2
Weight on Bit,28.8
Weight on Bit,18
Weight on Bit,27.4
Weight on Bit,14.5
Weight on Bit,14.2
Weight on Bit,15.1
Weight on Bit,28.2
Weight on Bit,28.8
Weight on Bit,14.9
Weight on Bit,28.5
Weight on Bit,13.6
Weight on Bit,18.1
Weight on Bit,29.4
Weight on Bit,18.5
Weight on Bit,28.8
Weight on Bit,13.4
Weight on Bit,28.2
Weight on Bit,18.2
Weight on Bit,28.4
Weight on Bit,29.5
Weight on Bit,14.2
Weight on Bit,29.5
Weight on Bit,14.4
Weight on Bit,28.6
Weight on Bit,29.6
Weight on Bit,11.4
Weight on Bit,14.2
Weight on Bit,17.3
Weight on Bit,16.3
Weight on Bit,28.9
Weight on Bit,11.1
Weight on Bit,29.3
Weight on Bit,10.3
Weight on Bit,29.7
Weight on Bit,10.5
Weight on Bit,13.9
Weight on Bit,10.7
Weight on Bit,16.3
Weight on Bit,29.7
Weight on Bit,11.5
Weight on Bit,17.6
Weight on Bit,28
Weight on Bit,13.2
Weight on Bit,15.6
Weight on Bit,20.1
Weight on Bit,24.5
Weight on Bit,13.1
Weight on Bit,29.1
Weight on Bit,11.8
Weight on Bit,28.4
Weight on Bit,15.7
Weight on Bit,28.5
Weight on Bit,16.1
Weight on Bit,12.9
Weight on Bit,17.4
Weight on Bit,30.1
Weight on Bit,23.7
Weight on Bit,17.8
Weight on Bit,12.7
Weight on Bit,17.8
Weight on Bit,30.4
Weight on Bit,25.7
Weight on Bit,30.2
Weight on Bit,17.7
Weight on Bit,16
Weight on Bit,30.2
Weight on Bit,25.4
Weight on Bit,26.1
Weight on Bit,16
Weight on Bit,30.2
Weight on Bit,25.5
Weight on Bit,29.1
Weight on Bit,25.6
Weight on Bit,16.4
Weight on Bit,15.1
Weight on Bit,16
Weight on Bit,29.3
